device,type,raw_viewpoints,ordered_viewpoints,raw_infeasible_ratio,projected_count,dropped_count,coverage_ratio,sampled_surface_points,covered_surface_points,path_length_m,path_segment_success_ratio,path_violation_length_ratio,viewpoint_generation_time_s,viewpoint_reorder_time_s,coverage_eval_time_s,path_planning_time_s,device_total_runtime_s,report_json
capacitor,capacitor,1,1,1.0,1,0,0.015714285714285715,2800,44,0.0,1.0,0.0,0.004976900003384799,3.999972250312567e-06,0.038553600024897605,8.200004231184721e-06,1.1449544000206515,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\capacitor\device_report.json
main_transformer,transformer,2,2,1.0,2,0,0.05392857142857143,2800,151,49.83461076081031,1.0,0.019864698019065256,0.007497899990994483,6.099988240748644e-06,0.15158569999039173,0.5410935000400059,5.360990199958906,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\main_transformer\device_report.json
shelf1,shelf,10,10,1.0,10,0,0.3028571428571429,2800,848,502.68423782075223,0.5555555555555556,0.5351782364582477,0.01772750000236556,1.550000160932541e-05,0.5062590999878012,17.75206500000786,20.693255600053817,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\shelf1\device_report.json
shelf2,shelf,9,9,1.0,9,0,0.4225,2800,1183,773.98164821058,0.0,0.9283425980173347,0.016134100034832954,1.550000160932541e-05,0.6855415999889374,28.581874799972866,32.73536210000748,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\shelf2\device_report.json
shelf3,shelf,2,2,1.0,2,0,0.054642857142857146,2800,153,41.808422903451714,1.0,0.01014781326939035,0.00579910003580153,4.299974534660578e-06,0.08328300004359335,1.6451296999584883,3.0095276999636553,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\shelf3\device_report.json
shelf4,shelf,1,1,1.0,1,0,0.10285714285714286,2800,288,0.0,1.0,0.0,0.005069000006187707,4.799978341907263e-06,0.044961499981582165,8.600007276982069e-06,0.6951606999500655,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\shelf4\device_report.json
tube1,tube,4,4,1.0,4,0,0.10714285714285714,2800,300,211.77242570368537,0.6666666666666666,0.4646986863703633,0.008463900012429804,9.499955922365189e-06,0.32625839998945594,7.428103500045836,12.28793880000012,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\tube1\device_report.json
tube2,tube,4,4,1.0,4,0,0.11285714285714285,2800,316,189.394345044901,1.0,0.010453844262630579,0.014397800026927143,8.500006515532732e-06,0.2291696000029333,4.008609899959993,9.158463300031144,F:\FINAL\outputs\phase4_baselines\predrecon_lite\constrained_projected\phase2_single_device\tube2\device_report.json
