device,type,standoff_m,raw_viewpoints,ordered_viewpoints,coverage_ratio,sampled_surface_points,covered_surface_points,viewpoint_generation_time_s,avg_generation_time_per_viewpoint_ms,path_planning_time_s,avg_path_planning_time_per_viewpoint_pair_ms,device_total_runtime_s,path_length_m,path_segment_success_ratio,report_json
main_transformer,transformer,4.5,72,72,0.4075,2800,1141,0.15641720000712667,2.1724611112100924,8.563323700000183,120.61019295774905,18.098059299998567,876.7185233457827,0.9295774647887324,F:\FINAL\outputs\phase2_single_device\experiments\main_transformer_phase1_sweep\static_4_30\main_transformer\device_report.json
