device,type,raw_viewpoints,ordered_viewpoints,raw_infeasible_ratio,projected_count,dropped_count,coverage_ratio,sampled_surface_points,covered_surface_points,path_length_m,path_segment_success_ratio,path_violation_length_ratio,viewpoint_generation_time_s,viewpoint_reorder_time_s,coverage_eval_time_s,path_planning_time_s,device_total_runtime_s,report_json
capacitor,capacitor,39,39,0.8717948717948718,34,0,0.3325,2800,931,128.67624668443295,1.0,0.007693335166115999,0.010589200013782829,0.0035678999847732484,1.706416800036095,0.0790298999636434,3.142331600014586,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\capacitor\device_report.json
main_transformer,transformer,60,60,0.9,54,0,0.3982142857142857,2800,1115,304.43735614983416,0.9152542372881356,0.10954612539083922,0.007155700004659593,0.007967500016093254,2.6136269999551587,2.2539691000129096,10.305697500007227,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\main_transformer\device_report.json
shelf1,shelf,29,29,0.896551724137931,26,0,0.5832142857142857,2800,1633,326.701126787454,0.8214285714285714,0.20018725347803853,0.022083799995016307,0.005516699980944395,2.7699936000281014,23.056899399962276,31.882841999991797,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\shelf1\device_report.json
shelf2,shelf,29,29,0.8275862068965517,24,0,0.3678571428571429,2800,1030,322.9331911149785,0.9285714285714286,0.1806150975466985,0.019649899972137064,0.0054712999844923615,1.9875891000265256,16.47849629999837,24.91155679995427,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\shelf2\device_report.json
shelf3,shelf,21,21,0.9047619047619048,19,0,0.8603571428571428,2800,2409,153.27096305082637,0.95,0.07989899730106473,0.005105399992316961,0.003016200033016503,2.7884606999577954,1.0296628000214696,6.928302599990275,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\shelf3\device_report.json
shelf4,shelf,41,41,1.0,41,0,0.8646428571428572,2800,2421,128.43198651251777,1.0,0.023123900529982446,0.00698579999152571,0.01157000003149733,4.029957499995362,0.2275495999492705,9.291333800007124,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\shelf4\device_report.json
tube1,tube,53,53,0.9811320754716981,52,0,0.45107142857142857,2800,1263,340.60547581981405,0.9615384615384616,0.0939205324144312,0.014006000012159348,0.019611600029747933,8.719597499992233,7.731359199970029,30.82401199999731,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\tube1\device_report.json
tube2,tube,44,44,0.9318181818181818,41,0,0.4782142857142857,2800,1339,353.7449851175874,0.9767441860465116,0.2383480365274608,0.012260100047569722,0.004279299988411367,2.013174500025343,6.113912300032098,14.095136799965985,F:\FINAL\outputs\phase4_baselines\fc_planner_lite\constrained_projected\phase2_single_device\tube2\device_report.json
