scenario,ordering_strategy,retained_viewpoints_total,global_retention_ratio,estimated_global_coverage_ratio,path_length_raw_m,path_length_shortcut_m,path_length_smoothed_m,segment_success_ratio,trackability_raw,trackability_shortcut,trackability_smoothed,max_turn_raw_deg,max_turn_shortcut_deg,max_turn_smoothed_deg,low_clearance_raw_ratio,low_clearance_shortcut_ratio,low_clearance_smoothed_ratio,region_order_match,strict_device_order_match,estimated_order_cost_m,scenario_total_s
balanced,region_constrained,33,1.0,0.1465625,2057.2566602959328,1366.2854361692685,1361.0422472679365,0.5454545454545454,4.359759734722543,28.896791825662447,28.869707517503784,180.0,176.79512881539296,176.79512881539296,0.9456740442655935,0.9090909090909091,0.9090909090909091,True,True,500.6597550696446,100.83676239999477
