viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,shelf1,shelf,inspect_capture,36.2588,-64.1329,72.0824,142.76,0.00,0.00,34.9000,-63.1000,75.7000,0,4
1,shelf1,shelf,inspect_capture,45.2437,-60.0923,72.9918,-179.85,0.00,0.00,42.3000,-60.1000,75.7000,0,6
2,shelf1,shelf,inspect_capture,41.5004,-60.0858,79.5936,-179.76,0.00,0.00,38.1000,-60.1000,81.7000,1,6
3,shelf1,shelf,inspect_capture,36.8496,-64.8221,78.1994,141.30,0.00,0.00,34.7000,-63.1000,81.1000,1,4
4,shelf1,shelf,inspect_capture,27.1138,-63.1249,77.6383,37.68,0.00,0.00,28.7000,-61.9000,81.1000,1,1
5,shelf1,shelf,inspect_capture,27.5501,-62.8509,72.2877,38.33,0.00,0.00,28.5000,-62.1000,76.1000,0,1
6,shelf1,shelf,inspect_capture,28.9128,-58.6948,72.1641,-34.60,0.00,0.00,29.5000,-59.1000,76.1000,0,10
7,shelf1,shelf,inspect_capture,28.0628,-57.6548,77.4426,-40.19,0.00,0.00,29.3000,-58.7000,81.1000,1,10
8,shelf1,shelf,inspect_capture,16.9861,-61.1023,72.9672,3.97,0.00,0.00,19.9000,-60.9000,75.7000,0,0
9,shelf1,shelf,inspect_capture,19.2090,-60.9401,79.5622,3.93,0.00,0.00,22.7000,-60.7000,81.5000,1,0
10,shelf1,shelf,inspect_capture,22.1544,-60.4373,87.5428,1.99,0.00,0.00,26.1000,-60.3000,86.9000,2,0
11,shelf1,shelf,inspect_capture,24.4483,-53.0185,88.1155,-47.38,0.00,0.00,27.1000,-55.9000,87.3000,2,10
12,shelf1,shelf,inspect_capture,30.0375,-52.7031,89.5878,-82.67,0.00,0.00,30.5000,-56.3000,87.9000,2,9
13,shelf1,shelf,inspect_capture,38.4624,-54.8758,88.5257,-144.88,0.00,0.00,35.3000,-57.1000,87.5000,2,7
14,shelf1,shelf,inspect_capture,58.0963,-60.0949,87.2724,-179.93,0.00,0.00,54.1000,-60.1000,87.1000,2,6
15,shelf1,shelf,inspect_capture,74.9120,-68.2005,74.7113,169.59,0.00,0.00,71.1000,-67.5000,75.7000,0,5
16,shelf1,shelf,inspect_capture,73.4055,-68.0272,81.0332,169.45,0.00,0.00,69.5000,-67.3000,81.5000,1,5
17,shelf1,shelf,inspect_capture,72.2311,-67.8345,86.9840,169.42,0.00,0.00,68.3000,-67.1000,86.9000,2,5
18,shelf1,shelf,inspect_capture,71.3494,-67.8350,94.5011,169.19,0.00,0.00,67.5000,-67.1000,93.7000,3,5
19,shelf1,shelf,inspect_capture,71.0025,-68.0312,100.4254,168.83,0.00,0.00,67.3000,-67.3000,99.1000,4,5
20,shelf1,shelf,inspect_capture,71.0241,-67.5535,106.2759,169.49,0.00,0.00,67.5000,-66.9000,104.5000,5,5
21,shelf1,shelf,inspect_capture,72.6593,-56.5797,100.8286,-175.13,0.00,0.00,68.9000,-56.9000,99.5000,4,6
22,shelf1,shelf,inspect_capture,20.9733,-46.5617,102.0479,-53.56,0.00,0.00,22.7000,-48.9000,99.3000,4,10
23,shelf1,shelf,inspect_capture,-31.0608,-49.8787,106.1127,-9.38,0.00,0.00,-27.3000,-50.5000,104.9000,5,11
24,shelf1,shelf,inspect_capture,-30.9518,-50.2880,100.3883,-9.03,0.00,0.00,-27.1000,-50.9000,99.5000,4,11
25,shelf1,shelf,inspect_capture,-31.4181,-49.8550,93.7821,-9.35,0.00,0.00,-27.5000,-50.5000,93.3000,3,11
26,shelf1,shelf,inspect_capture,-32.0476,-49.8567,86.9532,-9.26,0.00,0.00,-28.1000,-50.5000,86.9000,2,11
27,shelf1,shelf,inspect_capture,-34.0154,-47.5418,80.9922,-10.96,0.00,0.00,-30.1000,-48.3000,81.3000,1,11
28,shelf1,shelf,inspect_capture,-36.1764,-46.7265,75.4874,-11.28,0.00,0.00,-32.3000,-47.5000,76.1000,0,11
