waypoint_id,x,y,z,source_viewpoint_id
0,36.2588,-64.1329,72.0824,0
1,45.2437,-60.0923,72.9918,1
2,41.5004,-60.0858,79.5936,2
3,36.8496,-64.8221,78.1994,3
4,27.1138,-63.1249,77.6383,4
5,27.5501,-62.8509,72.2877,5
6,28.9128,-58.6948,72.1641,6
7,28.0628,-57.6548,77.4426,7
8,16.9861,-61.1023,72.9672,8
9,19.2090,-60.9401,79.5622,9
10,22.1544,-60.4373,87.5428,10
11,24.4483,-53.0185,88.1155,11
12,30.0375,-52.7031,89.5878,12
13,38.4624,-54.8758,88.5257,13
14,58.0963,-60.0949,87.2724,14
15,74.9120,-68.2005,74.7113,15
16,73.4055,-68.0272,81.0332,16
17,72.2311,-67.8345,86.9840,17
18,71.3494,-67.8350,94.5011,18
19,71.0025,-68.0312,100.4254,19
20,71.0241,-67.5535,106.2759,20
21,72.6593,-56.5797,100.8286,21
22,20.9733,-46.5617,102.0479,22
23,-31.0608,-49.8787,106.1127,23
24,-30.9518,-50.2880,100.3883,24
25,-31.4181,-49.8550,93.7821,25
26,-32.0476,-49.8567,86.9532,26
27,-34.0154,-47.5418,80.9922,27
28,-36.1764,-46.7265,75.4874,28
