viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,tube1,tube,inspect_capture,27.4862,-57.0794,73.8377,-105.24,0.00,0.00,26.5000,-60.7000,74.9000,0,8
1,tube1,tube,inspect_capture,25.9230,-57.9182,74.6462,-96.38,0.00,0.00,25.5000,-61.7000,75.5000,1,8
2,tube1,tube,inspect_capture,22.8978,-56.6187,73.8927,-77.71,0.00,0.00,23.7000,-60.3000,74.9000,0,9
3,tube1,tube,inspect_capture,20.9204,-57.1937,74.8514,-65.75,0.00,0.00,22.5000,-60.7000,75.5000,1,9
4,tube1,tube,inspect_capture,19.9280,-57.8270,74.5199,-58.93,0.00,0.00,21.9000,-61.1000,75.3000,0,10
5,tube1,tube,inspect_capture,20.9568,-56.9507,77.7807,-66.50,0.00,0.00,22.5000,-60.5000,77.3000,2,9
6,tube1,tube,inspect_capture,23.1950,-56.8015,79.1170,-79.21,0.00,0.00,23.9000,-60.5000,78.1000,3,9
7,tube1,tube,inspect_capture,26.1837,-56.9147,78.5048,-97.28,0.00,0.00,25.7000,-60.7000,77.7000,2,8
8,tube1,tube,inspect_capture,29.4891,-58.0395,79.4741,-118.76,0.00,0.00,27.7000,-61.3000,78.3000,3,8
9,tube1,tube,inspect_capture,30.9514,-58.3038,79.3789,-126.92,0.00,0.00,28.7000,-61.3000,78.3000,3,7
10,tube1,tube,inspect_capture,30.8207,-58.3678,76.8168,-126.54,0.00,0.00,28.5000,-61.5000,76.7000,2,7
11,tube1,tube,inspect_capture,30.7875,-58.4127,74.8324,-126.54,0.00,0.00,28.5000,-61.5000,75.5000,1,7
12,tube1,tube,inspect_capture,34.6180,-59.2319,74.7137,-143.97,0.00,0.00,31.5000,-61.5000,75.3000,0,7
13,tube1,tube,inspect_capture,68.3906,-68.0641,78.9143,177.58,0.00,0.00,64.5000,-67.9000,78.7000,3,5
14,tube1,tube,inspect_capture,68.3949,-68.2840,77.3766,177.29,0.00,0.00,64.5000,-68.1000,77.3000,2,5
15,tube1,tube,inspect_capture,68.3928,-68.5036,75.1794,177.01,0.00,0.00,64.5000,-68.3000,75.3000,0,5
16,tube1,tube,inspect_capture,61.9953,-66.0843,74.7090,-179.77,0.00,0.00,58.1000,-66.1000,74.9000,0,6
17,tube1,tube,inspect_capture,56.5983,-65.6250,75.8123,-178.90,0.00,0.00,52.7000,-65.7000,75.9000,1,6
18,tube1,tube,inspect_capture,56.1989,-65.6238,76.9538,-178.88,0.00,0.00,52.3000,-65.7000,76.9000,2,6
19,tube1,tube,inspect_capture,56.7931,-65.6256,78.3199,-178.91,0.00,0.00,52.9000,-65.7000,78.1000,3,6
20,tube1,tube,inspect_capture,56.5672,-65.6256,80.5992,-178.90,0.00,0.00,52.7000,-65.7000,80.1000,4,6
21,tube1,tube,inspect_capture,46.8654,-63.1732,81.5685,-172.04,0.00,0.00,43.1000,-63.7000,80.7000,5,6
22,tube1,tube,inspect_capture,38.2370,-74.0760,74.8879,149.37,0.00,0.00,34.9000,-72.1000,75.3000,0,4
23,tube1,tube,inspect_capture,37.2148,-73.7344,77.5890,148.46,0.00,0.00,33.9000,-71.7000,77.3000,2,4
24,tube1,tube,inspect_capture,36.1071,-73.9173,76.2093,145.34,0.00,0.00,32.9000,-71.7000,76.3000,1,4
25,tube1,tube,inspect_capture,29.6711,-73.6067,79.5935,122.39,0.00,0.00,27.7000,-70.5000,78.3000,3,4
26,tube1,tube,inspect_capture,28.6339,-74.2971,79.2476,114.30,0.00,0.00,27.1000,-70.9000,78.1000,3,3
27,tube1,tube,inspect_capture,29.0239,-74.3870,77.1813,116.31,0.00,0.00,27.3000,-70.9000,76.9000,2,3
28,tube1,tube,inspect_capture,27.7419,-74.3805,75.7510,108.65,0.00,0.00,26.5000,-70.7000,76.1000,1,3
29,tube1,tube,inspect_capture,25.9245,-74.4391,74.2758,96.48,0.00,0.00,25.5000,-70.7000,75.3000,0,3
30,tube1,tube,inspect_capture,24.4432,-74.2408,74.2273,86.07,0.00,0.00,24.7000,-70.5000,75.3000,0,2
