mode,ordering_connection_cost_mode,ordering_s,planning_s,scenario_total_s,scenario_total_s_wall,coverage,trackability_smoothed,path_length_smoothed_m,segment_success_ratio,strict_device_order_match,region_order_match,delta_ordering_s_vs_astar,delta_scenario_total_s_vs_astar,delta_coverage_vs_astar,delta_trackability_vs_astar,delta_path_length_m_vs_astar,delta_segment_success_vs_astar
astar_hybrid,astar_hybrid,44.5702411000093,48.31492189998971,95.28583299997263,95.28600049999659,0.498426691925739,15.366180782877386,2414.12665298642,0.9018181818181819,True,True,0.0,0.0,0.0,0.0,0.0,0.0
line_or_euclidean,line_or_euclidean,0.003874300018651411,51.35085600000457,53.81595920000109,53.816391100001056,0.498426691925739,15.549388169693543,2419.934157412143,0.9,True,True,-44.56636679999065,-41.46987379997154,0.0,0.18320738681615722,5.807504425722982,-0.0018181818181818299
euclidean,euclidean,0.00014150000060908496,51.204740499990294,53.63776929999585,53.638402400014456,0.498426691925739,15.549388169693543,2419.934157412143,0.9,True,True,-44.57009960000869,-41.648063699976774,0.0,0.18320738681615722,5.807504425722982,-0.0018181818181818299
