path_id,x,y,z
0,32.0575,-97.2221,77.3000
1,31.9974,-97.0069,77.3663
2,31.9974,-96.7069,77.3663
3,31.9974,-96.4069,77.3663
4,31.9974,-96.1069,77.3663
5,32.2974,-95.8069,77.3663
6,32.2974,-95.5069,77.3663
7,32.2974,-95.2069,77.3663
8,32.5974,-94.9069,77.3663
9,32.5974,-94.6069,77.3663
10,32.5974,-94.3069,77.3663
11,32.5974,-94.0069,77.3663
12,32.5974,-93.7069,77.3663
13,32.5974,-93.4069,77.3663
14,32.5974,-93.1069,77.3663
15,32.5974,-92.8069,77.3663
16,32.8974,-92.5069,77.3663
17,32.8974,-92.2069,77.3663
18,32.8974,-91.9069,77.3663
19,32.8974,-91.6069,77.3663
20,32.8974,-91.3069,77.3663
21,32.8974,-91.0069,77.3663
22,33.1974,-90.7069,77.3663
23,33.1974,-90.4069,77.3663
24,33.1974,-90.1069,77.3663
25,33.1974,-89.8069,77.3663
26,33.1974,-89.5069,77.3663
27,33.4974,-89.2069,77.3663
28,33.4974,-88.9069,77.3663
29,33.4974,-88.6069,77.3663
30,33.4974,-88.3069,77.3663
31,33.4974,-88.0069,77.3663
32,33.7974,-87.7069,77.3663
33,33.7974,-87.4069,77.3663
34,33.7974,-87.1069,77.3663
35,33.7974,-86.8069,77.3663
36,33.7974,-86.5069,77.3663
37,33.7974,-86.2069,77.3663
38,33.7974,-85.9069,77.3663
39,33.7974,-85.6069,77.3663
40,33.7974,-85.3069,77.3663
41,33.4974,-85.0069,77.3663
42,33.4974,-84.7069,77.3663
43,33.1974,-84.4069,77.3663
44,33.1974,-84.1069,77.3663
45,32.8974,-83.8069,77.3663
46,32.8974,-83.5069,77.3663
47,32.5974,-83.2069,77.3663
48,32.2974,-82.9069,77.3663
49,31.9974,-82.6069,77.3663
50,31.6974,-82.3069,77.3663
51,31.3974,-82.0069,77.3663
52,31.0974,-82.0069,77.3663
53,30.7974,-81.7069,77.3663
54,30.4974,-81.7069,77.3663
55,30.1974,-81.7069,77.3663
56,29.8974,-81.4069,77.3663
57,29.5974,-81.4069,77.3663
58,29.2974,-81.4069,77.3663
59,28.9974,-81.4069,77.3663
60,28.6974,-81.4069,77.3663
61,28.3974,-81.4069,77.3663
62,28.0974,-81.4069,77.3663
63,27.7974,-81.4069,77.3663
64,27.4974,-81.4069,77.3663
65,27.1974,-81.4069,77.3663
66,26.8974,-81.4069,77.3663
67,26.5974,-81.4069,77.3663
68,26.2974,-81.4069,77.3663
69,25.9974,-81.7069,77.3663
70,25.6974,-81.7069,77.3663
71,25.3974,-82.0069,77.3663
72,25.0974,-82.0069,77.3663
73,24.7974,-82.3069,77.3663
74,24.4974,-82.3069,77.3663
75,24.1974,-82.3069,77.3663
76,23.8974,-82.3069,77.3663
77,23.5974,-82.0069,77.3663
78,23.2974,-82.0069,77.3663
79,22.9974,-82.0069,77.3663
80,22.6974,-82.0069,77.3663
81,22.3974,-82.0069,77.3663
82,22.0974,-82.0069,77.3663
83,21.1585,-81.4702,77.5000
84,23.4171,-82.1405,77.5000
85,23.5974,-82.0069,77.3663
86,23.8974,-82.0069,77.3663
87,24.1974,-82.0069,77.3663
88,24.4974,-82.0069,77.3663
89,24.7974,-82.0069,77.3663
90,25.0974,-82.0069,77.3663
91,25.3974,-82.0069,77.3663
92,25.6974,-82.0069,77.3663
93,25.9974,-82.3069,77.3663
94,26.2974,-82.3069,77.3663
95,26.5974,-82.0069,77.3663
96,26.8974,-82.0069,77.3663
97,27.1974,-81.7069,77.3663
98,27.4974,-81.7069,77.3663
99,27.7974,-81.7069,77.3663
100,28.0974,-81.4069,77.3663
101,28.3974,-81.4069,77.3663
102,28.6974,-81.4069,77.3663
103,28.9974,-81.4069,77.3663
104,29.2974,-81.4069,77.3663
105,29.5974,-81.4069,77.3663
106,29.8974,-81.4069,77.3663
107,30.1974,-81.7069,77.3663
108,30.4974,-81.7069,77.3663
109,30.7974,-81.7069,77.3663
110,31.0974,-82.0069,77.3663
111,31.3974,-82.0069,77.3663
112,31.6974,-82.3069,77.3663
113,31.9974,-82.6069,77.3663
114,32.2974,-82.9069,77.3663
115,32.5974,-83.2069,77.3663
116,32.8974,-83.5069,77.3663
117,32.8974,-83.8069,77.3663
118,33.1974,-84.1069,77.3663
119,33.1974,-84.4069,77.3663
