waypoint_id,x,y,z,source_viewpoint_id
0,32.0575,-97.2221,77.3000,0
1,24.4221,-82.3425,77.3000,1
2,22.0640,-82.1100,77.3000,2
3,21.1585,-81.4702,77.5000,3
4,23.4171,-82.1405,77.5000,4
5,26.3491,-82.4121,77.5000,5
6,33.6000,-88.5000,77.5000,6
7,33.0000,-91.9000,77.5000,7
8,-8.1790,-98.7790,77.5000,8
9,-7.2595,-90.6171,77.5000,9
10,-6.8106,-89.8402,77.5000,10
11,-6.5966,-84.4718,77.5000,11
12,-5.3790,-82.6210,77.5000,12
13,-5.4422,-80.9014,77.5000,13
14,-3.9548,-78.2452,77.5000,14
15,4.5891,-78.8109,77.5000,15
16,4.9000,-79.0000,77.5000,16
17,7.5000,-79.4000,77.5000,17
18,9.6968,-79.6778,77.5000,18
19,9.6986,-79.7578,77.5000,19
20,9.9483,-79.9882,77.5000,20
21,11.8936,-79.9557,77.5000,21
22,17.1205,-79.6795,77.5000,22
23,18.3000,-80.2000,77.5000,23
24,18.9000,-80.8000,77.5000,24
25,20.3000,-81.8000,77.5000,25
26,17.9701,-79.9709,77.7000,26
27,17.7360,-79.9100,77.7000,27
28,16.3829,-79.3405,77.7000,28
29,9.6477,-79.7523,77.7000,29
30,5.0718,-79.0034,77.7000,30
31,-0.1405,-76.7252,77.7000,31
32,-4.7790,-79.6210,77.7000,32
33,-5.4033,-80.7967,77.7000,33
34,-6.8900,-91.6640,77.7000,34
35,31.6575,-100.6221,77.7000,35
36,33.1204,-90.7109,77.7000,36
37,27.3000,-81.8000,77.7000,37
38,24.3891,-82.4109,77.7000,38
39,24.2376,-82.0734,77.7000,39
40,23.9751,-81.9730,77.7000,40
41,20.5357,-81.7656,80.3000,41
42,32.2000,-95.9000,80.3000,42
43,32.4287,-94.9610,80.5000,43
44,33.0000,-91.9000,80.5000,44
45,33.4575,-88.6221,80.5000,45
46,33.8291,-85.2299,80.5000,46
47,24.1000,-82.4000,80.5000,47
48,10.2936,-79.9557,80.5000,48
49,-5.4575,-81.9779,80.5000,49
50,-5.4376,-82.9624,80.5000,50
51,-7.2000,-90.7000,80.5000,51
52,31.8575,-98.0221,80.5000,52
53,19.9648,-80.6352,80.7000,53
54,-8.4619,-99.0619,80.7000,54
55,-3.0477,-77.5523,80.7000,55
56,12.2695,-79.6695,80.7000,56
57,13.9000,-79.4000,83.3000,57
58,3.6599,-78.2159,83.3000,58
59,2.6528,-77.5928,83.3000,59
60,-5.2118,-80.5483,83.3000,60
61,-5.4000,-81.5000,83.3000,61
62,-6.3585,-83.8679,83.3000,62
63,-7.4806,-86.1782,83.3000,63
64,-7.5052,-87.1874,83.3000,64
65,-7.5357,-88.3656,83.3000,65
66,-7.8376,-98.6376,83.3000,66
67,-2.6414,-97.3962,83.3000,67
68,2.5548,-96.1548,83.3000,68
69,6.6619,-96.8619,83.3000,69
70,16.4352,-98.1648,83.3000,70
71,21.4619,-99.2619,83.3000,71
72,32.4000,-95.9000,83.3000,72
73,32.6000,-94.5000,83.3000,73
74,32.8000,-93.1000,83.3000,74
75,33.1266,-91.1624,83.3000,75
76,33.3000,-90.5000,83.3000,76
77,33.4000,-89.9000,83.3000,77
78,33.8000,-87.9000,83.3000,78
79,32.4820,-83.1180,83.3000,79
80,17.5000,-98.4000,83.5000,80
81,17.3000,-98.4000,83.5000,81
82,4.2352,-96.3648,83.5000,82
83,-7.2000,-89.7000,83.5000,83
84,22.9000,-83.8000,83.7000,84
85,32.6270,-91.4249,86.3000,85
86,-3.8962,-96.4962,86.3000,86
87,-5.3701,-95.2291,86.5000,87
88,-5.0820,-91.8820,89.3000,88
89,32.4575,-95.2221,89.3000,89
90,-1.7000,-82.0000,89.5000,90
91,-4.6820,-91.4820,89.9000,91
92,14.5000,-83.2000,89.9000,92
