scenario,ordering_strategy,retained_viewpoints_total,global_retention_ratio,estimated_global_coverage_ratio,path_length_raw_m,path_length_shortcut_m,path_length_smoothed_m,segment_success_ratio,trackability_raw,trackability_shortcut,trackability_smoothed,max_turn_raw_deg,max_turn_shortcut_deg,max_turn_smoothed_deg,low_clearance_raw_ratio,low_clearance_shortcut_ratio,low_clearance_smoothed_ratio,region_order_match,strict_device_order_match,estimated_order_cost_m,scenario_total_s
balanced,region_constrained,237,0.75,0.4031780367373301,2312.665349204389,1371.9062758475611,1381.0213380588366,0.9367088607594937,4.853216342879363,11.877387080839302,11.140375417475493,180.0,146.45411290379434,168.42983683513887,0.9300155520995335,0.9824561403508771,0.9824561403508771,True,True,339.3336936563536,83.48465320002288
