viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,tube2,tube,inspect_capture,9.0973,-130.5995,79.3507,-46.24,0.00,0.00,11.3000,-132.9000,77.1000,0,122
1,tube2,tube,inspect_capture,-42.1579,-125.7377,77.8009,-8.29,0.00,0.00,-38.3000,-126.3000,77.7000,1,36
2,tube2,tube,inspect_capture,16.5930,-137.6654,73.7628,138.71,0.00,0.00,13.9000,-135.3000,75.3000,2,61
3,tube2,tube,inspect_capture,62.9558,-141.2786,77.5913,171.47,0.00,0.00,59.1000,-140.7000,77.5000,3,23
