device,type,standoff_m,raw_viewpoints,ordered_viewpoints,coverage_ratio,sampled_surface_points,covered_surface_points,viewpoint_generation_time_s,avg_generation_time_per_viewpoint_ms,path_planning_time_s,avg_path_planning_time_per_viewpoint_pair_ms,device_total_runtime_s,path_length_m,path_segment_success_ratio,report_json
main_transformer,transformer,4.5,42,42,0.3,2800,840,0.15546310000354424,3.701502381036768,12.611436599996523,307.59601463406153,20.886238800012507,531.8182322944172,0.7073170731707317,F:\FINAL\outputs\phase2_single_device\experiments\main_transformer_phase1_sweep\dynamic_d0_2_6\main_transformer\device_report.json
