scenario,ordering_strategy,retained_viewpoints_total,global_retention_ratio,estimated_global_coverage_ratio,path_length_raw_m,path_length_shortcut_m,path_length_smoothed_m,segment_success_ratio,trackability_raw,trackability_shortcut,trackability_smoothed,max_turn_raw_deg,max_turn_shortcut_deg,max_turn_smoothed_deg,low_clearance_raw_ratio,low_clearance_shortcut_ratio,low_clearance_smoothed_ratio,region_order_match,strict_device_order_match,estimated_order_cost_m,scenario_total_s
balanced,region_constrained,550,0.7868383404864091,0.498426691925739,5238.02110246707,2459.775311209321,2414.12665298642,0.9018181818181819,5.1826263342397985,14.926644483288632,15.366180782877386,180.0,179.2198815644788,179.2198815644788,0.9117945251774248,0.958904109589041,0.9315068493150684,True,True,443.79043160911,100.35516640002606
