waypoint_id,x,y,z,source_viewpoint_id
0,-20.9000,-52.1000,78.5000,0
1,-20.7872,-52.1492,78.7000,1
2,-27.1772,-52.2640,78.7000,2
3,-27.3000,-56.7000,78.7000,3
4,-30.7284,-55.3284,78.7000,4
5,-33.5672,-52.3788,78.7000,5
6,-34.2395,-51.2102,78.7000,6
7,-30.1000,-44.5000,78.7000,7
8,-1.7693,-49.6045,78.7000,8
9,0.5955,-55.2307,78.7000,9
10,1.7000,-56.1000,78.7000,10
11,15.4654,-59.3369,78.5000,11
12,19.7000,-52.9000,78.7000,12
13,20.3000,-52.9000,78.7000,13
14,24.1866,-53.4806,78.7000,14
15,25.5000,-53.9000,78.7000,15
16,32.7824,-55.4978,78.7000,16
17,34.3000,-55.3000,78.5000,17
18,39.5397,-56.2502,78.7000,18
19,40.5022,-56.6176,78.5000,19
20,47.9184,-57.4816,78.7000,20
21,50.3770,-57.8230,78.7000,21
22,51.2631,-58.0654,78.7000,22
23,51.7073,-58.2197,78.7000,23
24,55.1022,-59.0176,78.9000,24
25,56.5693,-59.6045,78.7000,25
26,58.1000,-59.3000,78.7000,26
27,59.5866,-59.4806,78.7000,27
28,65.5866,-60.4806,78.5000,28
29,72.1498,-63.5397,78.7000,29
30,67.3000,-72.7000,78.7000,30
31,67.5000,-72.3000,81.7000,31
32,69.3000,-61.9000,81.7000,32
33,67.3000,-61.1000,81.9000,33
34,65.3000,-60.5000,81.5000,34
35,57.0941,-59.3059,81.5000,35
36,53.1000,-58.3000,81.5000,36
37,52.2257,-58.4024,81.7000,37
38,44.6927,-57.4197,81.5000,38
39,43.7000,-56.9000,81.7000,39
40,39.3866,-55.8806,81.5000,40
41,34.5000,-55.1000,81.5000,41
42,28.3073,-54.2197,81.5000,42
43,25.0255,-53.1745,81.7000,43
44,23.9570,-52.7263,81.5000,44
45,22.9000,-52.7000,81.9000,45
46,20.1000,-53.3000,81.7000,46
47,17.4804,-54.1415,81.9000,47
48,15.4654,-59.9369,81.5000,48
49,15.5000,-60.1000,81.7000,49
50,16.6716,-62.9284,81.7000,50
51,0.4598,-51.7402,81.7000,51
52,-0.1887,-50.5887,81.7000,52
53,-8.1346,-55.7369,81.7000,53
54,-23.2230,-53.7770,81.7000,54
55,-27.2121,-53.9891,81.7000,55
56,-28.9000,-55.9000,81.7000,56
57,-31.2012,-54.2012,81.7000,57
58,-31.7651,-53.7838,81.9000,58
59,-32.1284,-53.5284,81.5000,59
60,-34.3000,-49.7000,81.5000,60
61,-31.6726,-44.5719,81.7000,61
62,-24.4574,-46.2574,81.9000,62
63,-23.0197,-48.0927,81.7000,63
64,-22.9263,-48.5570,84.7000,64
65,-23.9302,-46.9302,84.5000,65
66,-26.5866,-45.6806,84.7000,66
67,-27.5000,-45.7000,84.7000,67
68,-32.9000,-50.5000,84.5000,68
69,-32.4737,-52.2430,84.7000,69
70,-31.7651,-53.3838,84.9000,70
71,-30.0307,-54.5955,84.7000,71
72,-25.5693,-55.5955,84.7000,72
73,-24.1287,-54.4192,84.7000,73
74,-24.1097,-52.5676,84.7000,74
75,-7.7955,-57.2307,84.7000,75
76,-7.2355,-58.0355,84.5000,76
77,-5.6478,-58.6654,84.7000,77
