waypoint_id,x,y,z,source_viewpoint_id
0,10.7678,-121.6095,72.0317,0
1,21.3320,-124.1022,73.4549,1
2,21.8045,-126.1447,73.9873,2
3,22.0255,-126.9664,80.2893,3
4,21.9590,-127.4816,86.5775,4
5,20.3667,-124.3193,86.7079,5
6,13.7134,-124.8116,78.9867,6
7,12.1505,-128.9031,78.8444,7
8,11.5808,-128.6324,72.1563,8
9,0.2778,-121.6170,77.7917,9
10,-3.1053,-119.5987,72.6785,10
11,-8.1798,-118.6820,73.3777,11
12,-8.6696,-125.1276,73.7447,12
13,-3.0124,-125.1680,79.4122,13
14,-11.1827,-122.5233,79.5305,14
15,-9.9992,-122.7282,85.5852,15
16,-8.7640,-122.7954,92.7565,16
17,-7.9162,-122.8881,98.2977,17
18,-7.4437,-123.2019,103.2639,18
19,-1.6396,-120.0940,87.3262,19
20,-0.9851,-125.5908,87.3635,20
