mission_waypoint_id,role,device,device_type,region,device_order_index,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,source_phase2_viewpoint_id,source_phase2_row_index
102,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-48.3498,-128.3397,78.5000,-22.50,0.00,0.00,-44.1000,-130.1000,78.5000,45,45
103,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-44.9196,-125.5415,78.3000,-67.50,0.00,0.00,-42.7000,-130.9000,78.3000,46,46
104,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-45.9527,-126.4473,81.3000,-45.00,0.00,0.00,-42.7000,-129.7000,81.3000,47,47
105,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-48.3669,-135.1669,81.3000,45.00,0.00,0.00,-43.7000,-130.5000,81.3000,48,48
106,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-40.6162,-135.3651,81.1000,112.50,0.00,0.00,-42.3000,-131.3000,81.1000,49,49
107,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-31.5770,-137.3770,81.3000,45.00,0.00,0.00,-27.9000,-133.7000,81.3000,51,51
108,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-27.5907,-136.2038,81.3000,101.25,0.00,0.00,-27.6000,-133.6000,81.3000,52,52
109,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-24.7159,-136.8841,81.3000,135.00,0.00,0.00,-29.1000,-132.5000,81.3000,53,53
110,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-23.6045,-135.0307,81.3000,157.50,0.00,0.00,-27.3000,-133.5000,81.3000,54,54
111,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-21.5567,-134.3961,81.3000,157.50,0.00,0.00,-27.1000,-132.1000,81.3000,55,55
112,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-25.9693,-128.0045,81.3000,-112.50,0.00,0.00,-27.5000,-131.7000,81.3000,56,56
113,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-19.3000,-134.9000,81.3000,0.00,0.00,0.00,-12.9000,-134.9000,81.3000,57,57
114,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-10.5693,-130.6045,81.1000,-112.50,0.00,0.00,-12.1000,-134.3000,81.1000,58,58
115,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-1.1284,-141.5284,81.3000,45.00,0.00,0.00,1.7000,-138.7000,81.3000,59,59
116,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,3.9073,-133.0197,81.3000,-112.50,0.00,0.00,2.3000,-136.9000,81.3000,60,60
117,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,6.1803,-139.5073,81.3000,157.50,0.00,0.00,2.3000,-137.9000,81.3000,61,61
118,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,10.5000,-139.5000,81.3000,0.00,0.00,0.00,16.7000,-139.5000,81.3000,62,62
119,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,12.6045,-142.4307,81.5000,22.50,0.00,0.00,16.3000,-140.9000,81.5000,63,63
120,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,14.6230,-144.3770,81.3000,45.00,0.00,0.00,18.3000,-140.7000,81.3000,64,64
121,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,66.4497,-153.4497,81.5000,135.00,0.00,0.00,61.5000,-148.5000,81.5000,67,67
122,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,63.9838,-143.8349,81.3000,-112.50,0.00,0.00,62.3000,-147.9000,81.3000,68,68
123,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,64.1672,-144.2212,84.1000,-157.50,0.00,0.00,57.7000,-146.9000,84.1000,69,69
124,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,63.3770,-143.6230,84.1000,-135.00,0.00,0.00,59.7000,-147.3000,84.1000,70,70
125,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,59.1000,-142.9000,84.5000,-90.00,0.00,0.00,59.1000,-148.9000,84.5000,72,72
126,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,51.7073,-141.8197,84.3000,-112.50,0.00,0.00,50.1000,-145.7000,84.3000,76,76
127,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,54.6331,-152.9669,84.5000,45.00,0.00,0.00,59.3000,-148.3000,84.5000,77,77
128,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,53.6473,-152.7527,84.3000,45.00,0.00,0.00,56.9000,-149.5000,84.3000,78,78
129,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,46.1059,-151.8941,84.3000,45.00,0.00,0.00,49.5000,-148.5000,84.3000,80,80
130,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,45.4257,-151.1976,84.3000,112.50,0.00,0.00,42.9000,-145.1000,84.3000,81,81
131,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,40.2631,-151.3346,84.5000,67.50,0.00,0.00,42.1000,-146.9000,84.5000,82,82
132,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,35.5159,-150.6841,84.5000,45.00,0.00,0.00,39.9000,-146.3000,84.5000,84,84
133,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,33.2162,-149.9651,84.3000,67.50,0.00,0.00,34.9000,-145.9000,84.3000,86,86
134,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,42.0508,-139.9872,84.5000,-67.50,0.00,0.00,44.5000,-145.9000,84.5000,87,87
135,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,37.1838,-139.0349,84.3000,-112.50,0.00,0.00,35.5000,-143.1000,84.3000,90,90
136,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,33.0335,-138.1111,84.5000,-67.50,0.00,0.00,35.1000,-143.1000,84.5000,92,92
137,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,27.7073,-137.6197,84.1000,-112.50,0.00,0.00,26.1000,-141.5000,84.1000,94,94
138,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,26.7184,-137.2816,84.3000,-135.00,0.00,0.00,22.9000,-141.1000,84.3000,95,95
139,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,20.5000,-136.3000,84.3000,-90.00,0.00,0.00,20.5000,-140.7000,84.3000,98,98
140,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,18.7000,-136.1000,84.5000,-90.00,0.00,0.00,18.7000,-140.3000,84.5000,99,99
141,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,28.6574,-149.7426,84.3000,45.00,0.00,0.00,32.9000,-145.5000,84.3000,101,101
142,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,24.9402,-148.8598,84.1000,45.00,0.00,0.00,28.9000,-144.9000,84.1000,104,104
143,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,20.7745,-148.2255,84.5000,45.00,0.00,0.00,25.3000,-143.7000,84.5000,105,105
144,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,18.0230,-147.5770,84.3000,45.00,0.00,0.00,21.7000,-143.9000,84.3000,106,106
145,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,16.4162,-147.3651,84.5000,67.50,0.00,0.00,18.1000,-143.3000,84.5000,107,107
146,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,14.7263,-145.4430,84.3000,22.50,0.00,0.00,19.9000,-143.3000,84.3000,108,108
147,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-16.4941,-139.2941,84.1000,45.00,0.00,0.00,-13.1000,-135.9000,84.1000,111,111
148,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-11.1693,-130.8045,84.3000,-112.50,0.00,0.00,-12.7000,-134.5000,84.3000,112,112
