waypoint_id,x,y,z
483,-1.1000,-50.5000,90.7000
484,-3.7000,-50.3000,90.7000
485,-7.7000,-49.3000,90.7000
486,-10.1000,-53.8000,90.5000
487,-11.9000,-48.5000,90.7000
488,-14.3397,-48.2502,90.7000
489,-20.1000,-46.9000,90.7000
490,-22.1397,-46.8502,90.7000
491,-21.8958,-48.5100,93.7000
492,-31.1955,-52.4307,93.7000
493,-26.9000,-55.1000,93.7000
494,-8.3651,-56.7838,93.9000
495,-3.9000,-50.5000,93.7000
496,0.1370,-55.6997,93.7000
497,15.9645,-54.7645,93.7000
498,19.2512,-62.3620,93.7000
499,62.0806,-69.0134,93.7000
500,68.8307,-70.9955,93.7000
501,70.3284,-63.6716,93.5000
502,71.7000,-65.1000,96.7000
503,71.1955,-68.6307,96.7000
504,67.2076,-68.6690,96.7000
505,65.4335,-70.8889,96.5000
506,63.2197,-68.7073,96.7000
507,63.2654,-65.9369,96.9000
508,48.1803,-63.3073,96.5000
509,44.1000,-66.9000,96.5000
510,25.1000,-56.3000,96.7000
511,25.7194,-53.3866,96.7000
512,17.6804,-53.1415,96.5000
513,17.0045,-54.7693,96.7000
514,16.8716,-61.9284,96.5000
515,-23.9302,-47.5302,96.5000
516,-30.3284,-53.9284,96.5000
517,-30.4698,-47.5302,96.5000
518,-30.3284,-53.7284,99.7000
519,16.0045,-56.9693,99.7000
520,16.0045,-60.6307,99.7000
521,23.1284,-61.9284,99.7000
522,17.9503,-53.6497,99.5000
523,20.0716,-45.6716,99.5000
524,41.7263,-50.5570,99.7000
525,50.9955,-54.2307,99.5000
526,64.8349,-58.1838,99.7000
527,72.7955,-58.0307,99.7000
528,71.7000,-66.9000,99.9000
529,70.3284,-70.1284,99.7000
530,63.2045,-68.6307,99.7000
531,63.2045,-68.6307,102.7000
532,69.0307,-70.9955,102.7000
533,70.5284,-64.0716,102.7000
534,67.1000,-62.7000,102.7000
535,21.6307,-62.7955,102.7000
536,16.0045,-60.4307,102.7000
537,-24.0716,-47.4716,102.7000
538,-28.8307,-46.4045,102.7000
539,-31.1955,-52.2307,102.7000
540,-28.3824,-53.4131,102.7000
541,-30.1284,-53.5284,105.1000
542,-31.3000,-50.5000,105.1000
543,-26.5142,-52.0142,105.1000
544,-24.1302,-47.3302,104.9000
545,15.7000,-58.7000,104.9000
546,18.3693,-62.5955,105.1000
547,23.7955,-57.1693,105.1000
548,64.2716,-69.9284,105.1000
