waypoint_id,x,y,z,source_viewpoint_id
0,15.4974,-59.2069,76.7663,0
1,16.9974,-63.1069,81.5663,1
2,22.0974,-63.4069,84.5663,2
3,30.7974,-65.5069,82.1663,3
4,30.7974,-65.5069,82.1663,4
5,32.2974,-55.3069,76.7663,5
6,28.6974,-54.7069,79.1663,6
7,25.3974,-51.7069,86.0663,7
8,30.7974,-50.2069,86.9663,8
9,38.8974,-53.8069,86.6663,9
10,40.0974,-68.2069,81.8663,10
11,40.0974,-68.2069,81.8663,11
12,44.2974,-57.4069,79.7663,12
13,46.9974,-57.4069,76.7663,13
14,57.1974,-58.0069,85.4663,14
15,74.8974,-67.9069,76.7663,15
16,72.7974,-69.4069,82.4663,16
17,72.4974,-67.9069,86.9663,17
18,71.5974,-67.9069,94.4663,18
19,71.2974,-68.2069,100.4663,19
20,71.0241,-67.5535,106.2759,20
21,72.7974,-56.5069,101.0663,21
22,20.8974,-46.6069,102.2663,22
23,-31.0608,-49.8787,106.1127,23
24,-31.3026,-50.2069,100.4663,24
25,-31.4181,-49.8550,93.7821,25
26,-32.2026,-49.9069,86.9663,26
27,-34.3026,-47.5069,81.2663,27
28,-36.4026,-46.6069,76.7663,28
