device,type,standoff_m,raw_viewpoints,ordered_viewpoints,coverage_ratio,sampled_surface_points,covered_surface_points,viewpoint_generation_time_s,avg_generation_time_per_viewpoint_ms,path_planning_time_s,avg_path_planning_time_per_viewpoint_pair_ms,device_total_runtime_s,path_length_m,path_segment_success_ratio,report_json
main_transformer,transformer,4.5,93,93,0.45035714285714284,2800,1261,0.15430879998893943,1.6592344084832196,12.826678600002197,139.42041956524125,22.93397109999205,912.5697473782352,0.8260869565217391,F:\FINAL\outputs\phase2_single_device\experiments\main_transformer_phase1_sweep\dynamic_d0_1_8\main_transformer\device_report.json
