viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,tube2,tube,inspect_capture,-41.6879,-122.7310,77.5000,-22.50,0.00,0.00,-37.9000,-124.3000,77.5000,15,0
1,tube2,tube,inspect_capture,-41.8000,-121.9000,77.5000,0.00,0.00,0.00,-37.9000,-121.9000,77.5000,15,1
2,tube2,tube,inspect_capture,-27.8075,-119.4969,77.7000,-112.50,0.00,0.00,-29.3000,-123.1000,77.7000,16,15
3,tube2,tube,inspect_capture,-26.5656,-119.8643,77.5000,-112.50,0.00,0.00,-28.9000,-125.5000,77.5000,15,16
4,tube2,tube,inspect_capture,-23.6249,-121.5730,77.5000,-112.50,0.00,0.00,-25.5000,-126.1000,77.5000,15,21
5,tube2,tube,inspect_capture,-15.1281,-123.1281,77.5000,-135.00,0.00,0.00,-19.3000,-127.3000,77.5000,15,33
6,tube2,tube,inspect_capture,-13.3779,-123.7425,77.5000,-112.50,0.00,0.00,-15.1000,-127.9000,77.5000,15,40
7,tube2,tube,inspect_capture,-19.5000,-131.8000,77.5000,90.00,0.00,0.00,-19.5000,-127.5000,77.5000,15,33
8,tube2,tube,inspect_capture,-17.4221,-132.8575,77.5000,67.50,0.00,0.00,-15.7000,-128.7000,77.5000,15,40
9,tube2,tube,inspect_capture,-16.7874,-134.3052,77.5000,67.50,0.00,0.00,-14.3000,-128.3000,77.5000,15,42
10,tube2,tube,inspect_capture,7.6969,-138.1925,77.5000,22.50,0.00,0.00,11.3000,-136.7000,77.5000,15,84
11,tube2,tube,inspect_capture,24.8376,-126.7624,77.7000,-135.00,0.00,0.00,20.1000,-131.5000,77.7000,16,98
12,tube2,tube,inspect_capture,51.5000,-133.0000,77.5000,-90.00,0.00,0.00,51.5000,-136.9000,77.5000,15,142
13,tube2,tube,inspect_capture,53.1000,-133.4000,77.5000,-90.00,0.00,0.00,53.1000,-139.5000,77.5000,15,145
14,tube2,tube,inspect_capture,59.1000,-134.2000,77.5000,-90.00,0.00,0.00,59.1000,-138.3000,77.5000,15,152
15,tube2,tube,inspect_capture,63.4422,-139.3014,77.5000,-157.50,0.00,0.00,59.1000,-141.1000,77.5000,15,151
16,tube2,tube,inspect_capture,63.2000,-141.9000,77.7000,180.00,0.00,0.00,59.1000,-141.9000,77.7000,16,151
17,tube2,tube,inspect_capture,65.0000,-144.1000,77.7000,180.00,0.00,0.00,58.5000,-144.1000,77.7000,16,151
