device,type,standoff_m,raw_viewpoints,ordered_viewpoints,coverage_ratio,sampled_surface_points,covered_surface_points,viewpoint_generation_time_s,avg_generation_time_per_viewpoint_ms,path_planning_time_s,avg_path_planning_time_per_viewpoint_pair_ms,device_total_runtime_s,path_length_m,path_segment_success_ratio,report_json
main_transformer,transformer,4.5,130,130,0.475,2800,1330,0.15329950000159442,1.1792269230891879,11.154501800003345,86.4690062015763,21.759142499999143,1020.0962940545247,0.8217054263565892,F:\FINAL\outputs\phase2_single_device\experiments\main_transformer_phase1_sweep\static_3_30\main_transformer\device_report.json
