waypoint_id,x,y,z,source_viewpoint_id
0,2.2974,-75.4069,76.7663,0
1,2.2974,-75.4069,77.0663,1
2,1.9974,-75.1069,77.6663,2
3,0.7974,-71.8069,76.7663,3
4,0.7974,-71.5069,76.7663,4
5,-0.7026,-70.0069,77.6663,5
6,-1.0026,-69.1069,83.3663,6
7,-1.0026,-69.7069,83.9663,7
8,0.7974,-68.8069,84.8663,8
9,5.8974,-75.7069,83.6663,9
10,5.8974,-75.7069,83.6663,10
11,13.9974,-76.9069,76.7663,11
12,14.2974,-76.9069,76.7663,12
13,14.8974,-77.2069,76.7663,13
14,16.3974,-77.5069,76.7663,14
15,16.6974,-77.5069,76.7663,15
16,19.0974,-77.8069,76.7663,16
17,19.3974,-78.1069,76.7663,17
18,24.1974,-79.6069,76.7663,18
19,23.8974,-79.3069,79.1663,19
20,23.8974,-79.0069,83.3663,20
21,17.8974,-74.8069,81.2663,21
22,17.8974,-74.8069,81.2663,22
23,16.3974,-74.8069,81.2663,23
24,16.3974,-71.5069,81.5663,24
25,16.3974,-71.5069,81.5663,25
26,16.3974,-71.5069,81.5663,26
27,18.7974,-71.8069,81.5663,27
28,18.7974,-71.8069,81.5663,28
29,28.3974,-70.0069,83.6663,29
30,28.3974,-70.0069,83.6663,30
31,32.2974,-70.6069,83.0663,31
32,34.0974,-75.1069,85.1663,32
33,35.5974,-79.0069,84.8663,33
34,35.5974,-80.5069,83.9663,34
35,34.9974,-79.6069,77.3663,35
36,32.5974,-78.7069,76.7663,36
37,32.5974,-78.7069,76.7663,37
38,33.4974,-75.7069,76.7663,38
39,33.4974,-75.7069,76.7663,39
40,33.4974,-75.7069,76.7663,40
