waypoint_id,x,y,z,source_viewpoint_id
0,18.1000,-77.9000,77.3000,0
1,1.1159,-74.4841,77.3000,1
2,-0.9000,-72.3000,77.5000,2
3,10.3838,-77.3651,77.5000,3
4,30.8307,-80.3955,77.5000,4
5,27.1669,-80.1669,77.5000,5
6,29.0177,-80.5091,77.5000,6
7,15.9770,-77.3770,77.5000,7
8,26.3743,-80.1976,77.5000,8
9,14.3961,-76.8433,77.5000,9
10,15.6024,-77.4257,77.5000,10
11,4.2816,-76.5184,77.5000,11
12,-0.9000,-72.1000,77.5000,12
13,7.4816,-77.1184,77.5000,13
14,20.4508,-79.0128,77.5000,14
15,3.6508,-76.2128,77.5000,15
16,21.2508,-79.2128,77.5000,16
17,19.0716,-77.9284,77.5000,17
18,24.8816,-80.1184,77.5000,18
19,21.2816,-79.5184,77.5000,19
20,6.9073,-76.5803,77.7000,20
21,10.5369,-77.5346,80.3000,21
22,6.1000,-76.5000,80.5000,22
23,9.1000,-77.1000,80.5000,23
24,14.4726,-76.8281,80.5000,24
25,18.2045,-76.6307,80.5000,25
26,26.3000,-80.1000,80.5000,26
27,28.0134,-80.7194,80.7000,27
28,24.5369,-79.9346,80.7000,28
29,6.9838,-76.7651,80.7000,29
30,11.0726,-77.2281,83.3000,30
31,15.4698,-75.0698,83.3000,31
32,17.7000,-73.5000,83.3000,32
33,25.7527,-69.4473,83.3000,33
34,15.7284,-68.4716,83.3000,34
35,8.6941,-66.5059,83.5000,35
36,16.3955,-73.2307,83.5000,36
37,7.7022,-76.5824,83.5000,37
38,29.7000,-80.5000,83.5000,38
39,24.8917,-79.3083,83.5000,39
40,18.2197,-74.7073,83.5000,40
41,-2.1000,-70.3000,83.5000,41
42,17.7000,-73.1000,83.5000,42
43,-1.9000,-70.1000,83.5000,43
44,1.7887,-66.7887,83.5000,44
45,24.7503,-69.1503,83.5000,45
46,23.9073,-68.8197,83.5000,46
47,15.1672,-68.0212,83.5000,47
48,10.3073,-66.6197,83.5000,48
49,33.0113,-70.9887,83.5000,49
50,29.5770,-69.8230,83.5000,50
51,35.5000,-74.3000,83.5000,51
52,16.3955,-69.7693,83.7000,52
