mission_waypoint_id,role,device,device_type,region,device_order_index,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,source_phase2_viewpoint_id,source_phase2_row_index
167,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,24.1974,-79.6069,76.7663,115.90,0.00,0.00,22.3000,-75.7000,77.3000,18,18
168,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,19.0974,-77.8069,76.7663,104.32,0.00,0.00,18.1000,-73.9000,77.1000,16,16
169,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,13.9974,-76.9069,76.7663,56.75,0.00,0.00,16.1000,-73.7000,77.1000,11,11
170,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,5.8974,-75.7069,83.6663,52.47,0.00,0.00,7.9000,-73.1000,80.9000,9,9
171,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,0.7974,-68.8069,84.8663,-14.92,0.00,0.00,4.9000,-69.9000,83.5000,8,8
172,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,-1.0026,-69.1069,83.3663,-22.77,0.00,0.00,4.7000,-71.5000,80.7000,6,6
173,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,-0.7026,-70.0069,77.6663,-19.31,0.00,0.00,4.7000,-71.9000,79.3000,5,5
174,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,0.7974,-71.8069,76.7663,-1.37,0.00,0.00,4.7000,-71.9000,75.5000,3,3
175,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,1.9974,-75.1069,77.6663,19.88,0.00,0.00,8.1000,-72.9000,78.9000,2,2
176,inspect_capture,shelf4,shelf,region_shelf1_tube1_shelf4,5,2.2974,-75.4069,76.7663,22.01,0.00,0.00,8.5000,-72.9000,75.5000,0,0
177,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,-7.6026,-68.8069,76.7663,21.69,0.00,0.00,-1.3000,-66.3000,75.3000,0,0
178,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,-3.1026,-69.4069,79.1663,23.37,0.00,0.00,2.7000,-66.9000,76.5000,1,1
179,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,2.2974,-67.6069,80.6663,-2.71,0.00,0.00,8.5000,-67.9000,78.1000,2,2
180,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,66.7974,-61.0069,79.1663,-149.65,0.00,0.00,58.1000,-66.1000,74.9000,3,3
181,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,69.7974,-71.5069,82.1663,145.75,0.00,0.00,64.5000,-67.9000,78.7000,4,4
182,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,68.5974,-72.1069,80.6663,135.64,0.00,0.00,64.5000,-68.1000,77.3000,5,5
183,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,65.5974,-72.1069,79.7663,106.08,0.00,0.00,64.5000,-68.3000,75.3000,6,6
184,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,55.0974,-69.7069,81.8663,124.92,0.00,0.00,52.3000,-65.7000,76.9000,7,7
185,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,55.0974,-68.2069,83.6663,133.72,0.00,0.00,52.7000,-65.7000,80.1000,10,10
186,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,47.5974,-67.3069,84.5663,141.27,0.00,0.00,43.1000,-63.7000,80.7000,11,11
187,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,36.7974,-55.9069,76.7663,-133.44,0.00,0.00,31.5000,-61.5000,75.3000,12,12
188,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,32.8974,-55.6069,76.7663,-126.73,0.00,0.00,28.5000,-61.5000,75.5000,13,13
189,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,32.5974,-55.6069,79.4663,-124.39,0.00,0.00,28.7000,-61.3000,78.3000,15,15
190,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,28.6974,-54.7069,79.1663,-110.14,0.00,0.00,26.5000,-60.7000,74.9000,17,17
191,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,25.3974,-54.1069,76.7663,-105.33,0.00,0.00,23.7000,-60.3000,74.9000,20,20
192,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,17.5974,-53.8069,77.9663,-54.58,0.00,0.00,22.5000,-60.7000,75.5000,22,22
193,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,17.8974,-53.8069,79.1663,-55.49,0.00,0.00,22.5000,-60.5000,77.3000,23,23
194,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,16.9974,-54.7069,79.1663,-52.52,0.00,0.00,21.9000,-61.1000,75.3000,24,24
195,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,17.5974,-54.7069,82.7663,-52.52,0.00,0.00,22.5000,-61.1000,79.7000,25,25
196,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,18.7974,-54.1069,83.0663,-56.06,0.00,0.00,23.1000,-60.5000,80.7000,26,26
197,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,28.6974,-54.7069,82.1663,-115.12,0.00,0.00,25.7000,-61.1000,79.9000,27,27
198,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,32.8974,-56.2069,83.3663,-128.13,0.00,0.00,28.9000,-61.3000,80.1000,29,29
199,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,31.6974,-70.3069,82.7663,-177.23,0.00,0.00,27.7000,-70.5000,78.3000,30,30
200,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,37.6974,-75.7069,79.1663,133.46,0.00,0.00,33.9000,-71.7000,77.3000,32,32
201,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,34.9974,-76.0069,76.7663,115.97,0.00,0.00,32.9000,-71.7000,76.3000,34,34
202,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,32.5974,-78.7069,76.7663,124.16,0.00,0.00,27.3000,-70.9000,76.9000,35,35
203,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,19.9974,-78.7069,76.7663,60.19,0.00,0.00,24.7000,-70.5000,75.3000,38,38
204,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,17.8974,-76.3069,80.6663,64.14,0.00,0.00,21.1000,-69.7000,76.7000,41,41
205,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,16.3974,-76.0069,80.6663,54.48,0.00,0.00,20.9000,-69.7000,75.3000,42,42
206,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,21.1974,-68.8069,82.1663,23.86,0.00,0.00,23.7000,-67.7000,78.3000,43,43
207,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,22.6974,-64.6069,82.7663,-26.30,0.00,0.00,24.1000,-65.3000,78.5000,45,45
208,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,20.5974,-64.3069,81.8663,-9.61,0.00,0.00,24.1000,-64.9000,75.9000,46,46
209,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,16.9974,-63.1069,81.5663,-16.15,0.00,0.00,22.5000,-64.7000,77.3000,47,47
210,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,-16.6026,-63.1069,81.2663,14.34,0.00,0.00,-11.1000,-61.7000,79.3000,48,48
211,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,-27.1026,-56.8069,78.5663,-9.82,0.00,0.00,-23.1000,-57.5000,78.5000,49,49
212,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,-27.5324,-56.3812,77.5769,-10.62,0.00,0.00,-23.7000,-57.1000,77.5000,50,50
213,inspect_capture,tube1,tube,region_shelf1_tube1_shelf4,6,-28.0026,-60.4069,76.7663,-7.59,0.00,0.00,-24.3000,-60.9000,74.9000,52,52
214,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,-36.4026,-46.6069,76.7663,-12.28,0.00,0.00,-32.3000,-47.5000,76.1000,28,28
215,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,-34.3026,-47.5069,81.2663,-10.69,0.00,0.00,-30.1000,-48.3000,81.3000,27,27
216,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,-32.2026,-49.9069,86.9663,-8.23,0.00,0.00,-28.1000,-50.5000,86.9000,26,26
217,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,-31.0608,-49.8787,106.1127,-9.38,0.00,0.00,-27.3000,-50.5000,104.9000,23,23
218,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,20.8974,-46.6069,102.2663,-51.83,0.00,0.00,22.7000,-48.9000,99.3000,22,22
219,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,72.7974,-56.5069,101.0663,-174.24,0.00,0.00,68.9000,-56.9000,99.5000,21,21
220,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,71.0241,-67.5535,106.2759,169.49,0.00,0.00,67.5000,-66.9000,104.5000,20,20
221,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,71.2974,-68.2069,100.4663,167.22,0.00,0.00,67.3000,-67.3000,99.1000,19,19
222,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,72.4974,-67.9069,86.9663,169.12,0.00,0.00,68.3000,-67.1000,86.9000,17,17
223,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,72.7974,-69.4069,82.4663,147.42,0.00,0.00,69.5000,-67.3000,81.5000,16,16
224,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,74.8974,-67.9069,76.7663,173.88,0.00,0.00,71.1000,-67.5000,75.7000,15,15
225,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,57.1974,-58.0069,85.4663,-145.95,0.00,0.00,54.1000,-60.1000,87.1000,14,14
226,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,46.9974,-57.4069,76.7663,-150.17,0.00,0.00,42.3000,-60.1000,75.7000,13,13
227,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,44.2974,-57.4069,79.7663,-156.51,0.00,0.00,38.1000,-60.1000,81.7000,12,12
228,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,40.0974,-68.2069,81.8663,135.50,0.00,0.00,34.9000,-63.1000,75.7000,10,10
229,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,38.8974,-53.8069,86.6663,-137.53,0.00,0.00,35.3000,-57.1000,87.5000,9,9
230,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,30.7974,-50.2069,86.9663,-92.79,0.00,0.00,30.5000,-56.3000,87.9000,8,8
231,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,25.3974,-51.7069,86.0663,-67.90,0.00,0.00,27.1000,-55.9000,87.3000,7,7
232,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,28.6974,-54.7069,79.1663,-81.42,0.00,0.00,29.3000,-58.7000,81.1000,6,6
233,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,32.2974,-55.3069,76.7663,-126.41,0.00,0.00,29.5000,-59.1000,76.1000,5,5
234,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,30.7974,-65.5069,82.1663,123.99,0.00,0.00,28.5000,-62.1000,76.1000,3,3
235,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,22.0974,-63.4069,84.5663,37.82,0.00,0.00,26.1000,-60.3000,86.9000,2,2
236,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,16.9974,-63.1069,81.5663,22.88,0.00,0.00,22.7000,-60.7000,81.5000,1,1
237,inspect_capture,shelf1,shelf,region_shelf1_tube1_shelf4,7,15.4974,-59.2069,76.7663,-21.04,0.00,0.00,19.9000,-60.9000,75.7000,0,0
