waypoint_id,x,y,z,source_viewpoint_id
0,-11.2026,-124.0069,76.7663,0
1,-11.8026,-122.5069,79.4663,1
2,-8.2026,-118.9069,76.7663,2
3,-2.8026,-118.6069,76.7663,3
4,0.1974,-119.5069,80.0663,4
5,-9.9992,-122.7282,85.5852,5
6,-9.4026,-122.8069,92.6663,6
7,-8.8026,-121.9069,98.6663,7
8,-7.6026,-123.1069,103.4663,8
9,-4.9026,-118.3069,90.5663,9
10,-1.3026,-127.9069,89.6663,10
11,-4.0026,-128.2069,82.1663,11
12,9.4974,-130.9069,81.2663,12
13,9.4974,-130.9069,81.2663,13
14,11.2974,-120.7069,76.7663,14
15,15.1974,-122.2069,80.0663,15
16,21.4974,-123.7069,76.7663,16
17,22.0974,-126.1069,76.7663,17
18,22.0974,-125.2069,78.5663,18
19,21.9590,-127.4816,86.5775,19
20,21.1974,-124.3069,86.6663,20
