"case","station_npz","ordered_viewpoints","coverage_ratio","path_length_m","path_segment_success_ratio","viewpoint_generation_time_s","avg_generation_time_per_viewpoint_ms","path_planning_time_s","avg_path_planning_time_per_pair_ms"
"baseline_d0_2_0","outputs/phase1_feasible_space/station_grid_map.npz","75","0.402857142857143","843.336889585016","0.959459459459459","0.158557000002475","2.11409333336633","8.03752119999263","108.615151351252"
"dynamic_d0_1_8","outputs/phase1_feasible_space/sweep_maps/station_grid_map_dynamic_dynamic_d0_1_8.npz","93","0.450357142857143","912.569747378235","0.826086956521739","0.154308799988939","1.65923440848322","12.8266786000022","139.420419565241"
"dynamic_d0_2_0","outputs/phase1_feasible_space/sweep_maps/station_grid_map_dynamic_dynamic_d0_2_0.npz","75","0.402857142857143","843.336889585016","0.959459459459459","0.157173799991142","2.09565066654856","8.09760749999259","109.427128378278"
"dynamic_d0_2_3","outputs/phase1_feasible_space/sweep_maps/station_grid_map_dynamic_dynamic_d0_2_3.npz","56","0.363571428571429","760.871071741925","0.890909090909091","0.154598399996758","2.76068571422781","9.30014039999514","169.093461818094"
"dynamic_d0_2_6","outputs/phase1_feasible_space/sweep_maps/station_grid_map_dynamic_dynamic_d0_2_6.npz","42","0.3","531.818232294417","0.707317073170732","0.155463100003544","3.70150238103677","12.6114365999965","307.596014634062"
"static_3_30","outputs/phase1_feasible_space/sweep_maps/station_grid_map_static_static_3_30.npz","130","0.475","1020.09629405452","0.821705426356589","0.153299500001594","1.17922692308919","11.1545018000033","86.4690062015763"
"static_3_80","outputs/phase1_feasible_space/sweep_maps/station_grid_map_static_static_3_80.npz","100","0.435","899.155514176125","0.828282828282828","0.155207000003429","1.55207000003429","11.4669555","115.827833333334"
"static_4_30","outputs/phase1_feasible_space/sweep_maps/station_grid_map_static_static_4_30.npz","72","0.4075","876.718523345783","0.929577464788732","0.156417200007127","2.17246111121009","8.56332370000018","120.610192957749"
