device,type,standoff_m,raw_viewpoints,ordered_viewpoints,coverage_ratio,sampled_surface_points,covered_surface_points,viewpoint_generation_time_s,avg_generation_time_per_viewpoint_ms,path_planning_time_s,avg_path_planning_time_per_viewpoint_pair_ms,device_total_runtime_s,path_length_m,path_segment_success_ratio,report_json
main_transformer,transformer,4.5,75,75,0.40285714285714286,2800,1128,0.15855700000247452,2.114093333366327,8.037521199992625,108.61515135125168,17.68789359999937,843.3368895850156,0.9594594594594594,F:\FINAL\outputs\phase2_single_device\experiments\main_transformer_phase1_sweep\baseline_d0_2_0\main_transformer\device_report.json
