waypoint_id,x,y,z,source_viewpoint_id
0,-16.9026,-133.6069,76.7663,0
1,-16.9026,-133.6069,77.0663,1
2,63.4974,-143.5069,81.2663,2
3,63.4974,-143.2069,78.8663,3
4,64.6974,-144.1069,77.3663,4
5,63.3545,-141.4909,77.1598,5
6,63.7974,-140.8069,76.7663,6
7,35.8974,-130.6069,76.7663,7
8,35.8974,-130.6069,76.7663,8
9,35.8974,-130.6069,76.7663,9
10,25.0974,-136.6069,81.5663,10
11,25.0974,-136.6069,81.5663,11
12,25.0974,-137.8069,82.4663,12
13,25.0974,-137.8069,82.4663,13
14,21.7974,-127.3069,76.7663,14
15,19.9974,-122.5069,78.5663,15
16,15.4974,-122.5069,81.5663,16
17,14.2974,-131.5069,82.4663,17
18,15.1974,-131.5069,82.1663,18
19,16.3974,-132.1069,81.2663,19
20,12.4974,-139.9069,80.9663,20
21,11.8583,-140.0792,80.9585,21
22,13.0974,-143.5069,78.8663,22
23,12.4974,-142.9069,77.9663,23
24,11.5974,-141.7069,76.7663,24
25,11.4347,-140.9069,77.9044,25
26,10.9974,-140.8069,78.8663,26
27,9.4974,-140.2069,76.7663,27
28,8.5974,-140.2069,76.7663,28
29,6.1974,-138.4069,76.7663,29
30,7.6974,-137.2069,77.9663,30
31,11.5974,-130.6069,82.4663,31
32,7.3974,-130.3069,81.2663,32
33,5.8974,-128.8069,80.3663,33
34,5.5974,-128.8069,80.3663,34
35,4.0974,-129.4069,80.9663,35
36,-7.0026,-133.6069,79.7663,36
37,-8.2026,-133.9069,79.4663,37
38,-16.3026,-132.4069,79.4663,38
39,-42.1026,-121.6069,76.7663,39
40,-44.2026,-125.2069,77.0663,40
41,-45.4026,-126.1069,76.7663,41
42,-45.4026,-126.1069,76.7663,42
43,-43.6026,-125.5069,81.2663,43
