waypoint_id,x,y,z,source_viewpoint_id
0,-36.1159,-136.4841,77.3000,0
1,-9.8716,-139.5284,77.3000,1
2,-16.9955,-138.0307,77.3000,2
3,16.9000,-145.9000,77.3000,3
4,64.3284,-143.6716,77.5000,4
5,65.6841,-144.5159,77.5000,5
6,63.0307,-153.1955,77.5000,6
7,5.7527,-140.3527,77.5000,7
8,63.4598,-153.0598,77.5000,8
9,3.6307,-142.7955,77.5000,9
10,25.3083,-147.3083,77.5000,10
11,49.5083,-151.5083,77.5000,11
12,31.5000,-148.3000,77.5000,12
13,44.6927,-150.5803,77.5000,13
14,60.0255,-153.0255,77.5000,14
15,-43.8307,-135.3955,77.5000,15
16,27.1669,-147.5669,77.5000,16
17,32.5669,-148.5669,77.5000,17
18,20.3369,-146.5346,77.5000,18
19,39.9669,-149.7669,77.5000,19
20,27.5838,-147.5651,77.5000,20
21,-29.4631,-138.1346,77.5000,21
22,-32.1745,-137.4255,77.5000,22
23,-37.0162,-136.5651,77.5000,23
24,-12.5000,-140.5000,77.5000,24
25,53.6603,-152.1498,77.5000,25
26,42.1073,-149.9803,77.5000,26
27,33.1000,-148.7000,77.5000,27
28,14.6804,-144.8585,77.5000,28
29,11.7000,-141.9000,77.5000,29
30,-45.9284,-134.3284,77.5000,30
31,56.8230,-152.7770,77.5000,31
32,12.2197,-143.1073,77.5000,32
33,-16.9000,-134.3000,77.5000,33
34,-48.1000,-131.7000,77.5000,34
35,-48.2737,-129.1570,77.5000,35
36,-16.9955,-134.7693,77.5000,36
37,-48.0433,-131.3961,77.5000,37
38,-27.9693,-137.9955,77.7000,38
39,-46.4585,-134.1196,77.7000,39
40,-2.1955,-140.4307,77.7000,40
41,65.8841,-151.6841,77.7000,41
42,52.6255,-151.8255,77.7000,42
43,51.5641,-151.1990,80.3000,43
44,20.4900,-146.1042,80.3000,44
45,54.0900,-151.9042,80.3000,45
46,64.6698,-143.9302,80.3000,46
47,19.4726,-145.8281,80.3000,47
48,-26.2917,-137.7083,80.3000,48
49,-23.0502,-131.5397,80.5000,49
50,-8.3000,-135.9000,80.5000,50
51,6.3498,-136.5397,80.5000,51
52,65.7527,-144.6473,80.5000,52
53,63.2430,-142.9263,80.5000,53
54,12.5000,-140.5000,80.5000,54
55,-16.7955,-134.3693,80.5000,55
56,12.5000,-140.7000,80.5000,56
57,-2.3000,-138.5000,80.5000,57
58,-17.1000,-136.1000,80.5000,58
59,-16.9000,-134.7000,80.5000,59
60,13.6716,-143.9284,80.5000,60
61,57.5059,-152.0941,80.5000,61
62,-41.7022,-135.5458,80.5000,62
63,1.9000,-142.7000,80.5000,63
64,39.8132,-149.1825,80.5000,64
65,-12.9000,-140.3000,80.5000,65
66,42.7000,-149.7000,80.5000,66
67,48.9492,-151.0128,80.5000,67
68,44.2796,-149.9623,80.5000,68
69,23.7332,-146.0724,80.5000,69
70,-25.1402,-136.8598,80.5000,70
71,-27.5000,-137.9000,80.5000,71
72,-42.3000,-135.3000,80.5000,72
73,4.1369,-141.9346,80.5000,73
74,18.8134,-145.9194,80.5000,74
75,67.0255,-152.8255,80.5000,75
76,-9.1887,-138.0113,80.5000,76
77,36.6497,-148.8497,80.5000,77
78,67.5824,-151.3022,80.5000,78
79,12.3000,-140.9000,80.7000,79
80,41.9866,-151.5194,83.3000,80
81,39.6255,-139.9745,83.3000,81
82,34.9570,-149.6737,83.3000,82
83,-26.9570,-138.2737,83.3000,83
84,6.5426,-142.5426,83.3000,84
85,47.0598,-140.5402,83.3000,85
86,26.1527,-137.6473,83.3000,86
87,-37.6574,-125.2574,83.3000,87
88,-30.8335,-126.5111,83.5000,88
89,61.4603,-143.0502,83.5000,89
90,5.3284,-134.2716,83.5000,90
91,53.1824,-142.0978,83.5000,91
92,-6.3872,-132.2508,83.5000,92
93,21.5426,-135.4574,83.5000,93
94,38.5672,-139.6212,83.5000,94
95,32.7788,-149.3672,83.5000,95
96,-8.2574,-140.1426,83.5000,96
97,-36.5000,-138.3000,83.5000,97
98,47.2257,-151.5976,83.5000,98
99,19.4257,-146.9976,83.5000,99
100,49.0257,-152.1976,83.5000,100
