viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,shelf3,shelf,inspect_capture,4.9770,-119.6230,77.3000,-135.00,0.00,0.00,1.3000,-123.3000,77.3000,14,6
1,shelf3,shelf,inspect_capture,-0.7402,-118.1402,77.5000,-135.00,0.00,0.00,-4.7000,-122.1000,77.5000,15,2
2,shelf3,shelf,inspect_capture,7.0012,-121.5988,77.5000,-135.00,0.00,0.00,2.9000,-125.7000,77.5000,15,7
3,shelf3,shelf,inspect_capture,19.4307,-122.0045,77.5000,-112.50,0.00,0.00,17.9000,-125.7000,77.5000,15,16
4,shelf3,shelf,inspect_capture,11.9492,-120.9872,77.5000,-112.50,0.00,0.00,9.5000,-126.9000,77.5000,15,9
5,shelf3,shelf,inspect_capture,-7.5249,-118.6707,77.5000,-54.74,0.00,0.00,-5.1000,-122.1000,77.5000,15,2
6,shelf3,shelf,inspect_capture,22.1000,-126.1000,77.5000,180.00,0.00,0.00,15.9000,-126.1000,77.5000,15,14
7,shelf3,shelf,inspect_capture,-11.7000,-122.3000,77.7000,0.00,0.00,0.00,-5.3000,-122.3000,77.7000,16,2
8,shelf3,shelf,inspect_capture,-10.8433,-120.2039,80.5000,-22.50,0.00,0.00,-5.3000,-122.5000,80.5000,30,2
9,shelf3,shelf,inspect_capture,-11.4281,-121.7274,80.5000,-22.50,0.00,0.00,-5.7000,-124.1000,80.5000,30,1
10,shelf3,shelf,inspect_capture,-11.7000,-123.1000,80.5000,0.00,0.00,0.00,-7.3000,-123.1000,80.5000,30,0
11,shelf3,shelf,inspect_capture,-11.7000,-122.7000,80.5000,0.00,0.00,0.00,-5.3000,-122.7000,80.5000,30,2
12,shelf3,shelf,inspect_capture,-11.5000,-124.3000,80.5000,0.00,0.00,0.00,-5.7000,-124.3000,80.5000,30,1
13,shelf3,shelf,inspect_capture,-11.3498,-125.0603,80.5000,22.50,0.00,0.00,-7.1000,-123.3000,80.5000,30,0
14,shelf3,shelf,inspect_capture,13.0698,-121.9302,80.5000,-135.00,0.00,0.00,10.1000,-124.9000,80.5000,30,9
15,shelf3,shelf,inspect_capture,6.1284,-120.6716,80.5000,-135.00,0.00,0.00,3.3000,-123.5000,80.5000,30,7
16,shelf3,shelf,inspect_capture,-2.5402,-118.9402,80.5000,-135.00,0.00,0.00,-6.5000,-122.9000,80.5000,30,0
17,shelf3,shelf,inspect_capture,2.9000,-119.3000,80.5000,-90.00,0.00,0.00,2.9000,-125.3000,80.5000,30,6
