waypoint_id,x,y,z,source_viewpoint_id
0,17.1320,-74.9599,71.7073,0
1,18.5302,-75.0254,71.9790,1
2,16.2529,-76.9297,75.0295,2
3,13.6200,-75.5356,74.5544,3
4,15.1886,-74.6059,72.2865,4
5,16.1901,-70.3447,72.0042,5
6,15.2532,-69.8743,72.4645,6
7,15.3903,-68.7672,74.0948,7
8,14.1994,-68.6739,75.1341,8
9,19.4703,-68.4009,74.9089,9
10,21.6548,-69.7969,75.1116,10
11,33.5968,-75.0294,84.7330,11
12,33.2114,-77.6641,82.4328,12
13,33.2409,-77.9354,81.3923,13
14,33.3144,-77.6964,79.0370,14
15,33.2946,-77.6902,76.6703,15
16,33.2321,-77.4088,74.5826,16
17,33.1800,-72.4299,74.5302,17
18,31.0875,-72.6940,77.3838,18
19,31.0994,-72.6940,78.2311,19
20,30.5887,-72.6939,81.6370,20
21,26.4118,-72.3747,84.5396,21
22,25.7037,-72.6917,85.7416,22
23,25.4370,-77.6237,82.4679,23
24,25.3501,-77.2962,79.2346,24
25,25.6409,-77.7487,76.4994,25
26,21.9781,-75.4913,72.5209,26
27,19.4865,-76.3586,74.2657,27
28,19.8897,-70.8407,72.1019,28
29,18.0874,-70.2365,72.1975,29
30,4.7156,-73.2633,82.7853,30
31,4.0273,-73.2566,81.8887,31
32,4.1051,-72.9794,79.0855,32
33,4.3257,-73.2678,77.0793,33
34,4.7047,-72.9788,74.2394,34
35,0.8119,-71.6513,74.5940,35
36,0.7240,-71.3832,77.1981,36
37,0.7167,-71.6452,79.5607,37
38,0.7774,-71.1258,81.3881,38
39,0.8206,-71.3909,82.4243,39
40,1.2663,-69.0839,84.9595,40
