viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,tube1,tube,inspect_capture,-7.6026,-68.8069,76.7663,21.69,0.00,0.00,-1.3000,-66.3000,75.3000,0,0
1,tube1,tube,inspect_capture,-3.1026,-69.4069,79.1663,23.37,0.00,0.00,2.7000,-66.9000,76.5000,1,0
2,tube1,tube,inspect_capture,2.2974,-67.6069,80.6663,-2.71,0.00,0.00,8.5000,-67.9000,78.1000,3,0
3,tube1,tube,inspect_capture,66.7974,-61.0069,79.1663,-149.65,0.00,0.00,58.1000,-66.1000,74.9000,0,6
4,tube1,tube,inspect_capture,69.7974,-71.5069,82.1663,145.75,0.00,0.00,64.5000,-67.9000,78.7000,3,5
5,tube1,tube,inspect_capture,68.5974,-72.1069,80.6663,135.64,0.00,0.00,64.5000,-68.1000,77.3000,2,5
6,tube1,tube,inspect_capture,65.5974,-72.1069,79.7663,106.08,0.00,0.00,64.5000,-68.3000,75.3000,0,5
7,tube1,tube,inspect_capture,55.0974,-69.7069,81.8663,124.92,0.00,0.00,52.3000,-65.7000,76.9000,2,6
8,tube1,tube,inspect_capture,55.0974,-69.7069,81.8663,120.89,0.00,0.00,52.7000,-65.7000,75.9000,1,6
9,tube1,tube,inspect_capture,54.7974,-69.4069,82.1663,117.11,0.00,0.00,52.9000,-65.7000,78.1000,3,6
10,tube1,tube,inspect_capture,55.0974,-68.2069,83.6663,133.72,0.00,0.00,52.7000,-65.7000,80.1000,4,6
11,tube1,tube,inspect_capture,47.5974,-67.3069,84.5663,141.27,0.00,0.00,43.1000,-63.7000,80.7000,5,6
12,tube1,tube,inspect_capture,36.7974,-55.9069,76.7663,-133.44,0.00,0.00,31.5000,-61.5000,75.3000,0,7
13,tube1,tube,inspect_capture,32.8974,-55.6069,76.7663,-126.73,0.00,0.00,28.5000,-61.5000,75.5000,1,7
14,tube1,tube,inspect_capture,32.8974,-55.6069,76.7663,-126.73,0.00,0.00,28.5000,-61.5000,76.7000,2,7
15,tube1,tube,inspect_capture,32.5974,-55.6069,79.4663,-124.39,0.00,0.00,28.7000,-61.3000,78.3000,3,7
16,tube1,tube,inspect_capture,31.9974,-55.3069,79.4663,-125.64,0.00,0.00,27.7000,-61.3000,78.3000,3,8
17,tube1,tube,inspect_capture,28.6974,-54.7069,79.1663,-110.14,0.00,0.00,26.5000,-60.7000,74.9000,0,8
18,tube1,tube,inspect_capture,28.6974,-54.7069,79.1663,-114.57,0.00,0.00,25.5000,-61.7000,75.5000,1,8
19,tube1,tube,inspect_capture,28.3974,-54.7069,79.4663,-114.23,0.00,0.00,25.7000,-60.7000,77.7000,2,8
20,tube1,tube,inspect_capture,25.3974,-54.1069,76.7663,-105.33,0.00,0.00,23.7000,-60.3000,74.9000,0,9
21,tube1,tube,inspect_capture,25.3974,-54.1069,76.7663,-103.18,0.00,0.00,23.9000,-60.5000,78.1000,3,9
22,tube1,tube,inspect_capture,17.5974,-53.8069,77.9663,-54.58,0.00,0.00,22.5000,-60.7000,75.5000,1,9
23,tube1,tube,inspect_capture,17.8974,-53.8069,79.1663,-55.49,0.00,0.00,22.5000,-60.5000,77.3000,2,9
24,tube1,tube,inspect_capture,16.9974,-54.7069,79.1663,-52.52,0.00,0.00,21.9000,-61.1000,75.3000,0,10
25,tube1,tube,inspect_capture,17.5974,-54.7069,82.7663,-52.52,0.00,0.00,22.5000,-61.1000,79.7000,4,9
26,tube1,tube,inspect_capture,18.7974,-54.1069,83.0663,-56.06,0.00,0.00,23.1000,-60.5000,80.7000,5,9
27,tube1,tube,inspect_capture,28.6974,-54.7069,82.1663,-115.12,0.00,0.00,25.7000,-61.1000,79.9000,4,8
28,tube1,tube,inspect_capture,28.6974,-54.7069,82.7663,-115.02,0.00,0.00,25.9000,-60.7000,80.7000,5,8
29,tube1,tube,inspect_capture,32.8974,-56.2069,83.3663,-128.13,0.00,0.00,28.9000,-61.3000,80.1000,4,7
30,tube1,tube,inspect_capture,31.6974,-70.3069,82.7663,-177.23,0.00,0.00,27.7000,-70.5000,78.3000,3,4
31,tube1,tube,inspect_capture,31.6974,-70.3069,82.7663,-172.65,0.00,0.00,27.1000,-70.9000,78.1000,3,3
32,tube1,tube,inspect_capture,37.6974,-75.7069,79.1663,133.46,0.00,0.00,33.9000,-71.7000,77.3000,2,4
33,tube1,tube,inspect_capture,37.3974,-76.0069,78.5663,122.59,0.00,0.00,34.9000,-72.1000,75.3000,0,4
34,tube1,tube,inspect_capture,34.9974,-76.0069,76.7663,115.97,0.00,0.00,32.9000,-71.7000,76.3000,1,4
35,tube1,tube,inspect_capture,32.5974,-78.7069,76.7663,124.16,0.00,0.00,27.3000,-70.9000,76.9000,2,3
36,tube1,tube,inspect_capture,23.5974,-79.3069,76.7663,71.36,0.00,0.00,26.5000,-70.7000,76.1000,1,3
37,tube1,tube,inspect_capture,23.5974,-79.3069,76.7663,77.53,0.00,0.00,25.5000,-70.7000,75.3000,0,3
38,tube1,tube,inspect_capture,19.9974,-78.7069,76.7663,60.19,0.00,0.00,24.7000,-70.5000,75.3000,0,2
39,tube1,tube,inspect_capture,19.3974,-78.1069,76.7663,58.94,0.00,0.00,24.1000,-70.3000,75.5000,1,2
40,tube1,tube,inspect_capture,18.7974,-77.2069,79.1663,55.75,0.00,0.00,23.5000,-70.3000,77.5000,2,2
41,tube1,tube,inspect_capture,17.8974,-76.3069,80.6663,64.14,0.00,0.00,21.1000,-69.7000,76.7000,2,1
42,tube1,tube,inspect_capture,16.3974,-76.0069,80.6663,54.48,0.00,0.00,20.9000,-69.7000,75.3000,0,1
43,tube1,tube,inspect_capture,21.1974,-68.8069,82.1663,23.86,0.00,0.00,23.7000,-67.7000,78.3000,3,1
44,tube1,tube,inspect_capture,21.4974,-68.8069,82.4663,14.16,0.00,0.00,24.3000,-68.1000,78.1000,3,2
45,tube1,tube,inspect_capture,22.6974,-64.6069,82.7663,-26.30,0.00,0.00,24.1000,-65.3000,78.5000,3,10
46,tube1,tube,inspect_capture,20.5974,-64.3069,81.8663,-9.61,0.00,0.00,24.1000,-64.9000,75.9000,1,10
47,tube1,tube,inspect_capture,16.9974,-63.1069,81.5663,-16.15,0.00,0.00,22.5000,-64.7000,77.3000,2,10
48,tube1,tube,inspect_capture,-16.6026,-63.1069,81.2663,14.34,0.00,0.00,-11.1000,-61.7000,79.3000,4,11
49,tube1,tube,inspect_capture,-27.1026,-56.8069,78.5663,-9.82,0.00,0.00,-23.1000,-57.5000,78.5000,3,11
50,tube1,tube,inspect_capture,-27.5324,-56.3812,77.5769,-10.62,0.00,0.00,-23.7000,-57.1000,77.5000,2,11
51,tube1,tube,inspect_capture,-28.0026,-59.5069,76.7663,-5.47,0.00,0.00,-23.9000,-59.9000,76.1000,1,11
52,tube1,tube,inspect_capture,-28.0026,-60.4069,76.7663,-7.59,0.00,0.00,-24.3000,-60.9000,74.9000,0,11
