scenario,ordering_strategy,retained_viewpoints_total,global_retention_ratio,estimated_global_coverage_ratio,path_length_raw_m,path_length_shortcut_m,path_length_smoothed_m,segment_success_ratio,trackability_raw,trackability_shortcut,trackability_smoothed,max_turn_raw_deg,max_turn_shortcut_deg,max_turn_smoothed_deg,low_clearance_raw_ratio,low_clearance_shortcut_ratio,low_clearance_smoothed_ratio,region_order_match,strict_device_order_match,estimated_order_cost_m,scenario_total_s
balanced,region_constrained,33,1.0,0.06977678571428571,1857.1026029493075,1857.1026029493075,1857.1026029493075,0.0,31.51179335660521,31.51179335660521,31.51179335660521,179.40234343385907,179.40234343385907,179.40234343385907,0.9,0.9,0.9,True,True,1001.0997006684443,5.1905339999939315
